x_m,y_m,s_m
6.17000,4.90667,18.51708
6.17000,4.88667,18.53708
6.17000,4.86667,18.55708
6.17000,4.84667,18.57708
6.17000,4.82667,18.59708
6.17000,4.80668,18.61707
6.17000,4.78668,18.63707
6.17000,4.76668,18.65707
6.17000,4.74668,18.67707
6.17000,4.72669,18.69707
6.17000,4.70669,18.71706
6.17000,4.68669,18.73706
6.17000,4.66669,18.75706
6.17000,4.64669,18.77706
6.17000,4.62670,18.79705
6.17000,4.60670,18.81705
6.17000,4.58670,18.83705
6.17000,4.56670,18.85705
6.17000,4.54670,18.87705
6.17000,4.52671,18.89704
6.17000,4.50671,18.91704
6.17000,4.48671,18.93704
6.17000,4.46671,18.95704
6.17000,4.44672,18.97703
6.17000,4.42672,18.99703
6.17000,4.40672,19.01703
6.17000,4.38672,19.03703
6.17000,4.36672,19.05703
6.17000,4.34673,19.07702
6.17000,4.32673,19.09702
6.17000,4.30673,19.11702
6.17000,4.28673,19.13702
6.17000,4.26674,19.15701
6.17000,4.24674,19.17701
6.17000,4.22674,19.19701
6.17000,4.20674,19.21701
6.17000,4.18674,19.23701
6.17000,4.16675,19.25700
6.17000,4.14675,19.27700
6.17000,4.12675,19.29700
6.17000,4.10675,19.31700
6.17000,4.08676,19.33700
6.17000,4.06676,19.35699
6.17000,4.04676,19.37699
6.17000,4.02676,19.39699
6.17000,4.00676,19.41699
6.17000,3.98765,19.43698
6.16982,3.96958,19.45698
6.16940,3.95063,19.47698
6.16913,3.93535,19.49698
6.16792,3.92032,19.51697
6.16659,3.90309,19.53697
6.16504,3.88864,19.55696
6.16263,3.87174,19.57696
6.16059,3.85684,19.59695
6.15761,3.84229,19.61695
6.15428,3.82565,19.63695
6.15110,3.81215,19.65693
6.14662,3.79604,19.67693
6.14294,3.78234,19.69693
6.13825,3.76919,19.71693
6.13263,3.75315,19.73692
6.12760,3.74015,19.75691
6.12094,3.72479,19.77691
6.11599,3.71294,19.79691
6.10996,3.70192,19.81690
6.10231,3.68759,19.83690
6.09597,3.67678,19.85688
6.08719,3.66340,19.87688
6.08056,3.65291,19.89687
6.07296,3.64348,19.91687
6.06331,3.63116,19.93687
6.05594,3.62264,19.95684
6.04523,3.61162,19.97684
6.03838,3.60410,19.99684
6.03063,3.59805,20.01683
6.01919,3.58858,20.03683
6.01139,3.58283,20.05679
5.99909,3.57504,20.07679
5.99084,3.56941,20.09679
5.98205,3.56542,20.11678
5.96892,3.55897,20.13678
5.96036,3.55539,20.15674
5.94673,3.55082,20.17674
5.93792,3.54746,20.19673
5.92893,3.54588,20.21673
5.91444,3.54279,20.23673
5.90487,3.54133,20.25669
5.89032,3.54013,20.27669
5.87705,3.53883,20.29668
5.86388,3.53879,20.31668
5.84448,3.53860,20.33668
5.82536,3.53850,20.35668
5.80582,3.53850,20.37667
5.78582,3.53850,20.39667
5.76582,3.53850,20.41667
5.74582,3.53850,20.43667
5.72582,3.53850,20.45667
5.70583,3.53850,20.47666
5.68583,3.53850,20.49666
5.66583,3.53850,20.51666
5.64583,3.53850,20.53666
5.62583,3.53850,20.55665
5.60584,3.53850,20.57665
5.58584,3.53850,20.59665
5.56584,3.53850,20.61665
5.54584,3.53850,20.63665
5.52585,3.53850,20.65664
5.50585,3.53850,20.67664
5.48585,3.53850,20.69664
5.46585,3.53850,20.71664
5.44585,3.53850,20.73663
5.42586,3.53850,20.75663
5.40586,3.53850,20.77663
5.38586,3.53850,20.79663
5.36586,3.53850,20.81663
5.34587,3.53850,20.83662
5.32587,3.53850,20.85662
5.30587,3.53850,20.87662
5.28587,3.53850,20.89662
5.26587,3.53850,20.91661
5.24588,3.53850,20.93661
5.22588,3.53850,20.95661
5.20588,3.53850,20.97661
5.18588,3.53850,20.99661
5.16589,3.53850,21.01660
5.14589,3.53850,21.03660
5.12589,3.53850,21.05660
5.10589,3.53850,21.07660
5.08589,3.53850,21.09660
5.06590,3.53850,21.11659
5.04590,3.53850,21.13659
5.02590,3.53850,21.15659
5.00590,3.53850,21.17659
4.98590,3.53850,21.19658
4.96591,3.53850,21.21658
4.94591,3.53850,21.23658
4.92591,3.53850,21.25658
4.90591,3.53850,21.27658
4.88592,3.53850,21.29657
4.86592,3.53850,21.31657
4.84592,3.53850,21.33657
4.82592,3.53850,21.35657
4.80592,3.53850,21.37656
4.78593,3.53850,21.39656
4.76593,3.53850,21.41656
4.74626,3.53850,21.43656
4.72696,3.53857,21.45656
4.70734,3.53873,21.47655
4.69040,3.53884,21.49655
4.67357,3.53959,21.51655
4.65541,3.54038,21.53655
4.63914,3.54142,21.55654
4.62116,3.54298,21.57654
4.60497,3.54434,21.59654
4.58898,3.54645,21.61653
4.57142,3.54874,21.63653
4.55624,3.55111,21.65652
4.53900,3.55432,21.67652
4.52408,3.55702,21.69652
4.50950,3.56064,21.71651
4.49271,3.56473,21.73651
4.47873,3.56859,21.75650
4.46241,3.57371,21.77650
4.44864,3.57792,21.79650
4.43538,3.58310,21.81649
4.41964,3.58916,21.83649
4.40703,3.59452,21.85647
4.39195,3.60166,21.87647
4.37947,3.60742,21.89647
4.36768,3.61417,21.91647
4.35304,3.62240,21.93646
4.34149,3.62945,21.95645
4.32770,3.63867,21.97645
4.31607,3.64629,21.99644
4.30527,3.65476,22.01644
4.29195,3.66504,22.03644
4.28146,3.67375,22.05642
4.26909,3.68490,22.07642
4.25836,3.69441,22.09642
4.24851,3.70461,22.11642
4.23649,3.71691,22.13641
4.22675,3.72752,22.15640
4.21566,3.74048,22.17640
4.20583,3.75185,22.19640
4.19684,3.76374,22.21639
4.18602,3.77794,22.23639
4.17678,3.79066,22.25638
4.16674,3.80530,22.27638
4.15774,3.81833,22.29638
4.14950,3.83173,22.31638
4.13963,3.84771,22.33637
4.13054,3.86285,22.35637
4.12112,3.87908,22.37637
4.11225,3.89431,22.39637
4.10385,3.90974,22.41636
4.09438,3.92715,22.43636
4.08495,3.94452,22.45636
4.07549,3.96200,22.47636
4.06605,3.97946,22.49635
4.05664,3.99693,22.51635
4.04765,4.01361,22.53635
4.03939,4.02938,22.55635
4.03088,4.04620,22.57634
4.02208,4.06356,22.59634
4.01340,4.08096,22.61634
4.00449,4.09881,22.63634
3.99561,4.11664,22.65634
3.98671,4.13450,22.67633
3.97811,4.15179,22.69633
3.96965,4.16913,22.71633
3.96115,4.18655,22.73633
3.95304,4.20346,22.75632
3.94481,4.22096,22.77632
3.93634,4.23899,22.79632
3.92788,4.25702,22.81632
3.91941,4.27509,22.83632
3.91095,4.29313,22.85631
3.90249,4.31120,22.87631
3.89450,4.32828,22.89631
3.88675,4.34544,22.91631
3.87863,4.36340,22.93630
3.87068,4.38114,22.95630
3.86268,4.39915,22.97630
3.85456,4.41743,22.99630
3.84644,4.43570,23.01630
3.83835,4.45391,23.03629
3.83032,4.47205,23.05629
3.82227,4.49026,23.07629
3.81464,4.50751,23.09629
3.80726,4.52482,23.11628
3.79946,4.54312,23.13628
3.79170,4.56138,23.15628
3.78393,4.57971,23.17628
3.77609,4.59821,23.19628
3.76823,4.61670,23.21627
3.76042,4.63506,23.23627
3.75264,4.65338,23.25627
3.74485,4.67175,23.27627
3.73749,4.68911,23.29627
3.73037,4.70654,23.31626
3.72280,4.72510,23.33626
3.71516,4.74375,23.35626
3.70754,4.76233,23.37626
3.69998,4.78075,23.39625
3.69244,4.79917,23.41625
3.68489,4.81765,23.43625
3.67735,4.83610,23.45625
3.66980,4.85458,23.47625
3.66253,4.87239,23.49624
3.65542,4.89025,23.51624
3.64806,4.90874,23.53624
3.64075,4.92717,23.55624
3.63342,4.94569,23.57623
3.62598,4.96449,23.59623
3.61849,4.98327,23.61623
3.61112,5.00176,23.63623
3.60382,5.02013,23.65623
3.59651,5.03861,23.67622
3.58935,5.05671,23.69622
3.58231,5.07484,23.71622
3.57507,5.09346,23.73622
3.56783,5.11210,23.75621
3.56059,5.13074,23.77621
3.55335,5.14938,23.79621
3.54611,5.16802,23.81621
3.53887,5.18667,23.83621
3.53163,5.20531,23.85620
3.52439,5.22395,23.87620
3.51731,5.24218,23.89620
3.51032,5.26044,23.91620
3.50320,5.27906,23.93619
3.49610,5.29764,23.95619
3.48900,5.31628,23.97619
3.48188,5.33497,23.99619
3.47475,5.35365,24.01619
3.46760,5.37241,24.03618
3.46041,5.39124,24.05618
3.45322,5.41000,24.07618
3.44617,5.42838,24.09618
3.43920,5.44677,24.11618
3.43215,5.46536,24.13617
3.42517,5.48386,24.15617
3.41817,5.50246,24.17617
3.41108,5.52133,24.19617
3.40395,5.54019,24.21616
3.39687,5.55890,24.23616
3.38980,5.57760,24.25616
3.38272,5.59631,24.27616
3.37570,5.61486,24.29616
3.36872,5.63343,24.31615
3.36168,5.65214,24.33615
3.35464,5.67086,24.35615
3.34760,5.68958,24.37615
3.34057,5.70829,24.39614
3.33353,5.72701,24.41614
3.32649,5.74573,24.43614
3.31945,5.76445,24.45614
3.31241,5.78317,24.47614
3.30529,5.80209,24.49613
3.29813,5.82100,24.51613
3.29105,5.83968,24.53613
3.28399,5.85832,24.55613
3.27693,5.87700,24.57612
3.26991,5.89555,24.59612
3.26292,5.91412,24.61612
3.25585,5.93293,24.63612
3.24871,5.95185,24.65612
3.24158,5.97066,24.67611
3.23446,5.98945,24.69611
3.22731,6.00824,24.71611
3.22019,6.02696,24.73611
3.21305,6.04571,24.75611
3.20592,6.06443,24.77610
3.19880,6.08311,24.79610
3.19167,6.10180,24.81610
3.18452,6.12056,24.83610
3.17733,6.13939,24.85609
3.17014,6.15815,24.87609
3.16290,6.17702,24.89609
3.15562,6.19589,24.91609
3.14839,6.21459,24.93609
3.14114,6.23334,24.95608
3.13390,6.25203,24.97608
3.12670,6.27059,24.99608
3.11953,6.28915,25.01608
3.11224,6.30804,25.03607
3.10478,6.32719,25.05607
3.09734,6.34608,25.07607
3.08990,6.36498,25.09607
3.08239,6.38386,25.11607
3.07499,6.40248,25.13606
3.06756,6.42112,25.15606
3.06014,6.43973,25.17606
3.05270,6.45839,25.19606
3.04524,6.47705,25.21605
3.03770,6.49591,25.23605
3.02995,6.51508,25.25605
3.02224,6.53394,25.27605
3.01455,6.55273,25.29605
3.00678,6.57152,25.31604
2.99911,6.59008,25.33604
2.99139,6.60870,25.35604
2.98368,6.62725,25.37604
2.97581,6.64620,25.39603
2.96781,6.66513,25.41603
2.95990,6.68383,25.43603
2.95180,6.70279,25.45603
2.94375,6.72146,25.47603
2.93568,6.74017,25.49602
2.92752,6.75886,25.51602
2.91937,6.77753,25.53602
2.91098,6.79653,25.55602
2.90264,6.81518,25.57601
2.89404,6.83439,25.59601
2.88519,6.85355,25.61601
2.87678,6.87174,25.63601
2.86838,6.88989,25.65601
2.85999,6.90804,25.67600
2.85080,6.92788,25.69600
2.84116,6.94761,25.71600
2.83217,6.96597,25.73600
2.82295,6.98459,25.75599
2.81380,7.00285,25.77599
2.80451,7.02140,25.79599
2.79504,7.03989,25.81599
2.78528,7.05893,25.83599
2.77449,7.07921,25.85598
2.76399,7.09810,25.87598
2.75387,7.11630,25.89598
2.74356,7.13444,25.91597
2.73306,7.15288,25.93597
2.72162,7.17235,25.95597
2.71050,7.19063,25.97597
2.69963,7.20847,25.99596
2.68857,7.22623,26.01596
2.67749,7.24400,26.03596
2.66567,7.26253,26.05596
2.65411,7.28016,26.07595
2.64274,7.29751,26.09595
2.63121,7.31479,26.11595
2.61948,7.33234,26.13595
2.60681,7.35078,26.15594
2.59451,7.36817,26.17594
2.58241,7.38524,26.19594
2.57010,7.40223,26.21594
2.55772,7.41930,26.23593
2.54443,7.43717,26.25593
2.53152,7.45403,26.27593
2.51812,7.47152,26.29593
2.50427,7.48878,26.31592
2.49104,7.50521,26.33592
2.47691,7.52235,26.35592
2.46319,7.53853,26.37591
2.44856,7.55577,26.39591
2.43336,7.57267,26.41591
2.41870,7.58890,26.43591
2.40237,7.60626,26.45590
2.38687,7.62200,26.47590
2.37049,7.63857,26.49590
2.35342,7.65467,26.51589
2.33726,7.66979,26.53589
2.31913,7.68602,26.55588
2.30208,7.70050,26.57588
2.28296,7.71661,26.59588
2.26287,7.73185,26.61588
2.24457,7.74555,26.63587
2.22349,7.76037,26.65586
2.20412,7.77303,26.67586
2.18126,7.78775,26.69586
2.15711,7.80096,26.71585
2.13599,7.81222,26.73585
2.11087,7.82434,26.75583
2.08851,7.83388,26.77582
2.06117,7.84518,26.79582
2.03249,7.85406,26.81581
2.00850,7.86105,26.83581
1.97943,7.86797,26.85578
1.95448,7.87241,26.87578
1.92470,7.87732,26.89577
1.89419,7.87934,26.91577
1.86969,7.88057,26.93576
1.84078,7.88069,26.95574
1.81602,7.87952,26.97573
1.78791,7.87792,26.99573
1.75972,7.87404,27.01573
1.73710,7.87068,27.03572
1.71201,7.86621,27.05571
1.68958,7.86147,27.07571
1.66697,7.85663,27.09571
1.64444,7.85102,27.11570
1.62129,7.84515,27.13570
1.59440,7.83713,27.15568
1.57146,7.82910,27.17568
1.54119,7.81797,27.19567
1.51203,7.80331,27.21567
1.48994,7.79165,27.23566
1.46440,7.77646,27.25563
1.44355,7.76245,27.27563
1.41965,7.74601,27.29563
1.39709,7.72740,27.31562
1.37890,7.71201,27.33562
1.35859,7.69340,27.35560
1.34164,7.67647,27.37560
1.32324,7.65786,27.39559
1.30593,7.63802,27.41559
1.29084,7.62049,27.43559
1.27442,7.60008,27.45557
1.26051,7.58148,27.47557
1.24496,7.56043,27.49557
1.23067,7.53834,27.51557
1.21836,7.51905,27.53556
1.20520,7.49694,27.55555
1.19410,7.47682,27.57555
1.18202,7.45469,27.59555
1.17108,7.43185,27.61554
1.16137,7.41130,27.63554
1.15117,7.38794,27.65553
1.14268,7.36672,27.67553
1.13343,7.34332,27.69553
1.12541,7.31937,27.71552
1.11835,7.29796,27.73552
1.11115,7.27393,27.75551
1.10529,7.25206,27.77551
1.09884,7.22761,27.79551
1.09370,7.20274,27.81550
1.08927,7.18069,27.83550
1.08499,7.15609,27.85549
1.08177,7.13374,27.87549
1.07827,7.10881,27.89549
1.07609,7.08363,27.91548
1.07427,7.06132,27.93548
1.07289,7.03663,27.95547
1.07224,7.01419,27.97547
1.07161,6.98939,27.99547
1.07222,6.96450,28.01546
1.07287,6.94195,28.03546
1.07427,6.91692,28.05545
1.07620,6.89438,28.07545
1.07841,6.86963,28.09545
1.08186,6.84495,28.11544
1.08504,6.82286,28.13544
1.08916,6.79858,28.15543
1.09349,6.77661,28.17543
1.09840,6.75220,28.19543
1.10454,6.72800,28.21543
1.11016,6.70625,28.23542
1.11705,6.68226,28.25541
1.12390,6.66075,28.27541
1.13167,6.63669,28.29541
1.14075,6.61301,28.31541
1.14888,6.59213,28.33540
1.15846,6.56929,28.35539
1.16771,6.54881,28.37539
1.17706,6.52821,28.39539
1.18700,6.50784,28.41539
1.19644,6.48859,28.43538
1.20684,6.46820,28.45538
1.21692,6.44923,28.47538
1.22748,6.42940,28.49538
1.23859,6.40982,28.51537
1.24879,6.39190,28.53537
1.25938,6.37357,28.55537
1.26981,6.35581,28.57537
1.28111,6.33658,28.59536
1.29291,6.31761,28.61536
1.30369,6.30032,28.63536
1.31473,6.28278,28.65536
1.32565,6.26558,28.67536
1.33704,6.24766,28.69535
1.34869,6.22987,28.71535
1.35989,6.21277,28.73535
1.37142,6.19537,28.75535
1.38280,6.17838,28.77534
1.39436,6.16114,28.79534
1.40607,6.14398,28.81534
1.41752,6.12720,28.83534
1.42921,6.11020,28.85533
1.44080,6.09350,28.87533
1.45233,6.07687,28.89533
1.46391,6.06027,28.91533
1.47546,6.04371,28.93533
1.48716,6.02702,28.95532
1.49878,6.01050,28.97532
1.51044,5.99396,28.99532
1.52213,5.97744,29.01532
1.53376,5.96102,29.03532
1.54549,5.94452,29.05531
1.55716,5.92813,29.07531
1.56885,5.91173,29.09531
1.58056,5.89535,29.11531
1.59216,5.87913,29.13530
1.60369,5.86297,29.15530
1.61525,5.84674,29.17530
1.62686,5.83046,29.19530
1.63846,5.81417,29.21530
1.65000,5.79798,29.23529
1.66144,5.78188,29.25529
1.67293,5.76566,29.27529
1.68435,5.74954,29.29529
1.69572,5.73339,29.31528
1.70723,5.71704,29.33528
1.71875,5.70069,29.35528
1.73026,5.68434,29.37528
1.74142,5.66849,29.39528
1.75246,5.65258,29.41527
1.76380,5.63621,29.43527
1.77511,5.61989,29.45527
1.78643,5.60350,29.47527
1.79718,5.58795,29.49526
1.80771,5.57228,29.51526
1.81886,5.55571,29.53526
1.83002,5.53911,29.55526
1.84117,5.52251,29.57526
1.85172,5.50683,29.59525
1.86206,5.49102,29.61525
1.87292,5.47442,29.63525
1.88367,5.45791,29.65525
1.89448,5.44127,29.67525
1.90478,5.42541,29.69524
1.91486,5.40944,29.71524
1.92532,5.39287,29.73524
1.93551,5.37657,29.75524
1.94582,5.35992,29.77523
1.95582,5.34376,29.79523
1.96562,5.32751,29.81523
1.97566,5.31086,29.83523
1.98531,5.29462,29.85522
1.99512,5.27786,29.87522
2.00470,5.26152,29.89522
2.01406,5.24509,29.91522
2.02358,5.22835,29.93522
2.03260,5.21220,29.95521
2.04182,5.19534,29.97521
2.05086,5.17880,29.99521
2.05968,5.16216,30.01521
2.06860,5.14530,30.03520
2.07692,5.12920,30.05520
2.08545,5.11221,30.07520
2.09384,5.09550,30.09520
2.10197,5.07870,30.11519
2.11021,5.06166,30.13519
2.11777,5.04554,30.15519
2.12553,5.02838,30.17519
2.13316,5.01155,30.19518
2.14046,4.99463,30.21518
2.14787,4.97747,30.23518
2.15450,4.96146,30.25517
2.16134,4.94416,30.27517
2.16789,4.92763,30.29517
2.17398,4.91098,30.31517
2.18045,4.89331,30.33517
2.18630,4.87669,30.35516
2.19225,4.85892,30.37516
2.19758,4.84314,30.39516
2.20221,4.82724,30.41516
2.20750,4.80917,30.43515
2.21226,4.79209,30.45515
2.21707,4.77389,30.47515
2.22120,4.75845,30.49514
2.22451,4.74291,30.51514
2.22848,4.72445,30.53514
2.23203,4.70694,30.55514
2.23554,4.68839,30.57513
2.23851,4.67299,30.59513
2.24060,4.65757,30.61513
2.24323,4.63837,30.63513
2.24570,4.61960,30.65512
2.24811,4.60031,30.67512
2.25016,4.58423,30.69512
2.25143,4.56817,30.71512
2.25299,4.54873,30.73511
2.25443,4.52965,30.75511
2.25580,4.51015,30.77511
2.25699,4.49363,30.79511
2.25747,4.47715,30.81511
2.25805,4.45758,30.83510
2.25856,4.43829,30.85510
2.25899,4.41866,30.87510
2.25939,4.40123,30.89510
2.25925,4.38385,30.91509
2.25909,4.36434,30.93509
2.25885,4.34522,30.95509
2.25850,4.32568,30.97509
2.25819,4.30774,30.99509
2.25743,4.28986,31.01508
2.25661,4.27027,31.03508
2.25573,4.25098,31.05508
2.25474,4.23137,31.07508
2.25385,4.21327,31.09507
2.25255,4.19525,31.11507
2.25113,4.17553,31.13507
2.24968,4.15594,31.15507
2.24817,4.13620,31.17507
2.24677,4.11778,31.19506
2.24504,4.09943,31.21506
2.24320,4.07990,31.23506
2.24131,4.06071,31.25506
2.23931,4.04119,31.27505
2.23738,4.02231,31.29505
2.23522,4.00348,31.31505
2.23298,3.98397,31.33505
2.23071,3.96482,31.35504
2.22832,3.94535,31.37504
2.22594,3.92601,31.39504
2.22345,3.90669,31.41504
2.22094,3.88729,31.43504
2.21841,3.86835,31.45503
2.21571,3.84901,31.47503
2.21300,3.82954,31.49503
2.21021,3.81008,31.51503
2.20743,3.79071,31.53502
2.20463,3.77182,31.55502
2.20166,3.75252,31.57502
2.19861,3.73272,31.59502
2.19558,3.71293,31.61502
2.19259,3.69351,31.63501
2.18960,3.67449,31.65501
2.18646,3.65515,31.67501
2.18325,3.63538,31.69501
2.18005,3.61561,31.71500
2.17690,3.59620,31.73500
2.17375,3.57718,31.75500
2.17045,3.55785,31.77500
2.16709,3.53813,31.79500
2.16374,3.51842,31.81499
2.16038,3.49872,31.83499
2.15702,3.47903,31.85499
2.15366,3.45934,31.87499
2.15032,3.43976,31.89498
2.14694,3.42019,31.91498
2.14355,3.40049,31.93498
2.14015,3.38078,31.95498
2.13675,3.36108,31.97498
2.13335,3.34137,31.99497
2.12996,3.32166,32.01497
2.12655,3.30188,32.03497
2.12314,3.28200,32.05497
2.11976,3.26219,32.07497
2.11635,3.24215,32.09496
2.11301,3.22208,32.11496
2.10971,3.20227,32.13496
2.10642,3.18237,32.15496
2.10316,3.16254,32.17495
2.09986,3.14245,32.19495
2.09664,3.12234,32.21495
2.09343,3.10226,32.23495
2.09024,3.08182,32.25495
2.08718,3.06168,32.27494
2.08413,3.04155,32.29494
2.08115,3.02140,32.31494
2.07816,3.00113,32.33494
2.07521,2.98030,32.35493
2.07245,2.95993,32.37493
2.06972,2.93976,32.39493
2.06707,2.91956,32.41493
2.06437,2.89891,32.43493
2.06174,2.87731,32.45492
2.05944,2.85651,32.47492
2.05716,2.83596,32.49492
2.05505,2.81538,32.51492
2.05290,2.79439,32.53491
2.05089,2.77219,32.55491
2.04928,2.75103,32.57491
2.04764,2.72941,32.59491
2.04640,2.70770,32.61490
2.04523,2.68694,32.63490
2.04421,2.66538,32.65490
2.04341,2.64456,32.67490
2.04255,2.62070,32.69489
2.04266,2.59668,32.71489
2.04284,2.57507,32.73489
2.04341,2.55193,32.75488
2.04436,2.53026,32.77488
2.04542,2.50690,32.79488
2.04733,2.48347,32.81488
2.04919,2.46155,32.83487
2.05173,2.43765,32.85487
2.05459,2.41568,32.87486
2.05762,2.39280,32.89486
2.06141,2.36993,32.91486
2.06496,2.34887,32.93486
2.06905,2.32657,32.95485
2.07324,2.30555,32.97485
2.07780,2.28293,32.99485
2.08312,2.26036,33.01485
2.08815,2.23923,33.03484
2.09402,2.21650,33.05484
2.09992,2.19545,33.07483
2.10646,2.17229,33.09483
2.11403,2.14930,33.11483
2.12107,2.12823,33.13483
2.12934,2.10526,33.15482
2.13746,2.08442,33.17482
2.14655,2.06132,33.19481
2.15686,2.03854,33.21481
2.16636,2.01784,33.23481
2.17770,1.99494,33.25480
2.18854,1.97471,33.27479
2.20112,1.95155,33.29479
2.21528,1.92903,33.31479
2.22774,1.90957,33.33479
2.24255,1.88801,33.35477
2.25642,1.86929,33.37477
2.27203,1.84847,33.39477
2.28901,1.82847,33.41476
2.30424,1.81081,33.43476
2.32235,1.79122,33.45474
2.33901,1.77456,33.47474
2.35749,1.75628,33.49474
2.37719,1.73902,33.51474
2.39437,1.72418,33.53473
2.41402,1.70816,33.55472
2.43216,1.69428,33.57472
2.45185,1.67933,33.59472
2.47237,1.66528,33.61471
2.49046,1.65301,33.63471
2.51032,1.64010,33.65471
2.52899,1.62853,33.67470
2.54853,1.61647,33.69470
2.56853,1.60499,33.71470
2.58680,1.59454,33.73470
2.60606,1.58382,33.75469
2.62460,1.57379,33.77469
2.64285,1.56392,33.79469
2.66121,1.55419,33.81469
2.68021,1.54414,33.83468
2.70082,1.53367,33.85468
2.72032,1.52421,33.87468
2.74216,1.51369,33.89467
2.76457,1.50409,33.91467
2.78492,1.49547,33.93467
2.80736,1.48655,33.95466
2.82819,1.47885,33.97466
2.85085,1.47054,33.99466
2.87396,1.46319,34.01465
2.89488,1.45662,34.03465
2.91774,1.44994,34.05465
2.93902,1.44425,34.07464
2.96188,1.43818,34.09464
2.98508,1.43297,34.11464
3.00613,1.42832,34.13464
3.02871,1.42371,34.15463
3.04997,1.41977,34.17463
3.07265,1.41561,34.19463
3.09555,1.41217,34.21462
3.11684,1.40903,34.23462
3.13966,1.40603,34.25462
3.16112,1.40361,34.27461
3.18388,1.40107,34.29461
3.20680,1.39923,34.31461
3.22821,1.39756,34.33461
3.25113,1.39614,34.35460
3.27269,1.39518,34.37460
3.29538,1.39420,34.39460
3.31818,1.39388,34.41460
3.33958,1.39363,34.43459
3.36237,1.39370,34.45459
3.38385,1.39412,34.47459
3.40656,1.39460,34.49458
3.42934,1.39574,34.51458
3.45071,1.39686,34.53458
3.47346,1.39839,34.55457
3.49488,1.40019,34.57457
3.51734,1.40210,34.59457
3.53983,1.40464,34.61457
3.56108,1.40708,34.63457
3.58371,1.41003,34.65456
3.60498,1.41316,34.67456
3.62748,1.41650,34.69456
3.64997,1.42052,34.71455
3.67105,1.42433,34.73455
3.69346,1.42874,34.75455
3.71450,1.43325,34.77454
3.73697,1.43811,34.79454
3.75938,1.44370,34.81454
3.78034,1.44899,34.83454
3.80276,1.45505,34.85453
3.82360,1.46113,34.87453
3.84685,1.46796,34.89453
3.86990,1.47586,34.91453
3.89208,1.48358,34.93452
3.91742,1.49348,34.95450
3.93925,1.50308,34.97450
3.96317,1.51378,34.99450
3.98657,1.52605,35.01450
4.00667,1.53678,35.03449
4.02880,1.54943,35.05448
4.04832,1.56144,35.07448
4.06901,1.57425,35.09448
4.08921,1.58807,35.11447
4.10708,1.60040,35.13447
4.12609,1.61402,35.15447
4.14355,1.62707,35.17446
4.16164,1.64063,35.19446
4.17942,1.65475,35.21446
4.19596,1.66794,35.23446
4.21319,1.68203,35.25445
4.22942,1.69567,35.27445
4.24582,1.70947,35.29445
4.26204,1.72355,35.31445
4.27756,1.73705,35.33444
4.29340,1.75101,35.35444
4.30877,1.76472,35.37444
4.32431,1.77861,35.39444
4.33975,1.79265,35.41443
4.35459,1.80617,35.43443
4.36945,1.81973,35.45443
4.38427,1.83326,35.47443
4.39895,1.84666,35.49443
4.41365,1.86005,35.51442
4.42834,1.87343,35.53442
4.44295,1.88671,35.55442
4.45767,1.90003,35.57442
4.47179,1.91282,35.59442
4.48603,1.92544,35.61441
4.50055,1.93829,35.63441
4.51467,1.95062,35.65441
4.52932,1.96323,35.67441
4.54348,1.97541,35.69440
4.55779,1.98734,35.71440
4.57254,1.99963,35.73440
4.58676,2.01128,35.75440
4.60168,2.02326,35.77439
4.61548,2.03435,35.79439
4.62951,2.04500,35.81439
4.64431,2.05623,35.83439
4.65811,2.06637,35.85438
4.67318,2.07704,35.87438
4.68699,2.08686,35.89438
4.70108,2.09609,35.91438
4.71633,2.10609,35.93437
4.73026,2.11485,35.95437
4.74579,2.12415,35.97436
4.75962,2.13248,35.99436
4.77371,2.14005,36.01436
4.78939,2.14851,36.03436
4.80330,2.15559,36.05435
4.81926,2.16317,36.07435
4.83319,2.16986,36.09434
4.84734,2.17565,36.11434
4.86334,2.18224,36.13434
4.87695,2.18739,36.15433
4.89314,2.19288,36.17433
4.90667,2.19758,36.19432
4.92033,2.20117,36.21432
4.93734,2.20572,36.23432
4.95220,2.20930,36.25431
4.96932,2.21288,36.27431
4.98675,2.21656,36.29430
5.00419,2.21976,36.31430
5.02270,2.22315,36.33430
5.04012,2.22612,36.35429
5.05865,2.22901,36.37429
5.07620,2.23176,36.39429
5.09376,2.23402,36.41429
5.11237,2.23643,36.43429
5.12978,2.23844,36.45428
5.14836,2.24031,36.47428
5.16592,2.24208,36.49428
5.18343,2.24335,36.51427
5.20206,2.24470,36.53427
5.21938,2.24571,36.55427
5.23795,2.24649,36.57427
5.25574,2.24725,36.59426
5.27347,2.24753,36.61426
5.29232,2.24784,36.63426
5.31005,2.24791,36.65426
5.32882,2.24772,36.67425
5.34662,2.24755,36.69425
5.36433,2.24692,36.71425
5.38326,2.24624,36.73425
5.40115,2.24539,36.75424
5.41999,2.24426,36.77424
5.43809,2.24318,36.79424
5.45608,2.24171,36.81424
5.47521,2.24013,36.83423
5.49355,2.23847,36.85423
5.51260,2.23655,36.87423
5.53116,2.23469,36.89423
5.54964,2.23254,36.91422
5.56880,2.23030,36.93422
5.58725,2.22801,36.95422
5.60632,2.22547,36.97422
5.62530,2.22295,36.99421
5.64421,2.22024,37.01421
5.66340,2.21749,37.03421
5.68192,2.21471,37.05421
5.70100,2.21169,37.07421
5.72012,2.20866,37.09420
5.73919,2.20550,37.11420
5.75856,2.20229,37.13420
