x_m,y_m,s_m
6.52000,4.82667,18.59708
6.52000,4.80668,18.61707
6.52000,4.78668,18.63707
6.52000,4.76668,18.65707
6.52000,4.74668,18.67707
6.52000,4.72669,18.69707
6.52000,4.70669,18.71706
6.52000,4.68669,18.73706
6.52000,4.66669,18.75706
6.52000,4.64669,18.77706
6.52000,4.62670,18.79705
6.52000,4.60670,18.81705
6.52000,4.58670,18.83705
6.52000,4.56670,18.85705
6.52000,4.54670,18.87705
6.52000,4.52671,18.89704
6.52000,4.50671,18.91704
6.52000,4.48671,18.93704
6.52000,4.46671,18.95704
6.52000,4.44672,18.97703
6.52000,4.42672,18.99703
6.52000,4.40672,19.01703
6.52000,4.38672,19.03703
6.52000,4.36672,19.05703
6.52000,4.34673,19.07702
6.52000,4.32673,19.09702
6.52000,4.30673,19.11702
6.52000,4.28673,19.13702
6.52000,4.26674,19.15701
6.52000,4.24674,19.17701
6.52000,4.22674,19.19701
6.52000,4.20674,19.21701
6.52000,4.18674,19.23701
6.52000,4.16675,19.25700
6.52000,4.14675,19.27700
6.52000,4.12675,19.29700
6.52000,4.10675,19.31700
6.52000,4.08676,19.33700
6.52000,4.06676,19.35699
6.52000,4.04676,19.37699
6.52000,4.02676,19.39699
6.52000,4.00676,19.41699
6.52000,3.98588,19.43698
6.51977,3.96396,19.45698
6.51931,3.94293,19.47698
6.51871,3.91822,19.49698
6.51688,3.89337,19.51697
6.51509,3.87073,19.53697
6.51237,3.84543,19.55696
6.50918,3.82273,19.57696
6.50562,3.79803,19.59695
6.50076,3.77335,19.61695
6.49618,3.75080,19.63695
6.49017,3.72539,19.65693
6.48401,3.70294,19.67693
6.47706,3.67809,19.69693
6.46857,3.65349,19.71693
6.46092,3.63179,19.73692
6.45150,3.60752,19.75691
6.44232,3.58616,19.77691
6.43143,3.56129,19.79691
6.41867,3.53700,19.81690
6.40741,3.51609,19.83690
6.39349,3.49245,19.85688
6.38044,3.47233,19.87688
6.36524,3.44930,19.89687
6.34818,3.42725,19.91687
6.33307,3.40816,19.93687
6.31428,3.38649,19.95684
6.29723,3.36872,19.97684
6.27633,3.34743,19.99684
6.25327,3.32799,20.01683
6.23380,3.31209,20.03683
6.20940,3.29423,20.05679
6.18803,3.28043,20.07679
6.16261,3.26446,20.09679
6.13550,3.25085,20.11678
6.11265,3.23984,20.13678
6.08435,3.22808,20.15674
6.06014,3.21970,20.17674
6.03111,3.21009,20.19673
6.00098,3.20338,20.21673
5.97633,3.19830,20.23673
5.94641,3.19380,20.25669
5.92112,3.19148,20.27669
5.89456,3.18926,20.29668
5.86773,3.18882,20.31668
5.84714,3.18861,20.33668
5.82627,3.18850,20.35668
5.80582,3.18850,20.37667
5.78582,3.18850,20.39667
5.76582,3.18850,20.41667
5.74582,3.18850,20.43667
5.72582,3.18850,20.45667
5.70583,3.18850,20.47666
5.68583,3.18850,20.49666
5.66583,3.18850,20.51666
5.64583,3.18850,20.53666
5.62583,3.18850,20.55665
5.60584,3.18850,20.57665
5.58584,3.18850,20.59665
5.56584,3.18850,20.61665
5.54584,3.18850,20.63665
5.52585,3.18850,20.65664
5.50585,3.18850,20.67664
5.48585,3.18850,20.69664
5.46585,3.18850,20.71664
5.44585,3.18850,20.73663
5.42586,3.18850,20.75663
5.40586,3.18850,20.77663
5.38586,3.18850,20.79663
5.36586,3.18850,20.81663
5.34587,3.18850,20.83662
5.32587,3.18850,20.85662
5.30587,3.18850,20.87662
5.28587,3.18850,20.89662
5.26587,3.18850,20.91661
5.24588,3.18850,20.93661
5.22588,3.18850,20.95661
5.20588,3.18850,20.97661
5.18588,3.18850,20.99661
5.16589,3.18850,21.01660
5.14589,3.18850,21.03660
5.12589,3.18850,21.05660
5.10589,3.18850,21.07660
5.08589,3.18850,21.09660
5.06590,3.18850,21.11659
5.04590,3.18850,21.13659
5.02590,3.18850,21.15659
5.00590,3.18850,21.17659
4.98590,3.18850,21.19658
4.96591,3.18850,21.21658
4.94591,3.18850,21.23658
4.92591,3.18850,21.25658
4.90591,3.18850,21.27658
4.88592,3.18850,21.29657
4.86592,3.18850,21.31657
4.84592,3.18850,21.33657
4.82592,3.18850,21.35657
4.80592,3.18850,21.37656
4.78593,3.18850,21.39656
4.76593,3.18850,21.41656
4.74560,3.18850,21.43656
4.72490,3.18858,21.45656
4.70454,3.18874,21.47655
4.68148,3.18895,21.49655
4.65835,3.18992,21.51655
4.63656,3.19089,21.53655
4.61292,3.19240,21.55654
4.59105,3.19428,21.57654
4.56739,3.19636,21.59654
4.54372,3.19939,21.61653
4.52163,3.20230,21.63653
4.49730,3.20611,21.65652
4.47522,3.21018,21.67652
4.45081,3.21478,21.69652
4.42653,3.22061,21.71651
4.40447,3.22603,21.73651
4.37992,3.23282,21.75650
4.35806,3.23963,21.77650
4.33366,3.24734,21.79650
4.30958,3.25649,21.81649
4.28801,3.26485,21.83649
4.26385,3.27515,21.85647
4.24275,3.28506,21.87647
4.21905,3.29635,21.89647
4.19597,3.30918,21.91647
4.17578,3.32061,21.93646
4.15322,3.33440,21.95645
4.13372,3.34734,21.97645
4.11206,3.36189,21.99644
4.09120,3.37785,22.01644
4.07289,3.39207,22.03644
4.05265,3.40890,22.05642
4.03526,3.42447,22.07642
4.01623,3.44168,22.09642
3.99811,3.46007,22.11642
3.98221,3.47641,22.13641
3.96492,3.49525,22.15640
3.94997,3.51265,22.17640
3.93378,3.53165,22.19640
3.91850,3.55154,22.21639
3.90509,3.56917,22.23639
3.89085,3.58882,22.25638
3.87825,3.60714,22.27638
3.86461,3.62708,22.29638
3.85179,3.64769,22.31638
3.84066,3.66574,22.33637
3.82916,3.68489,22.35637
3.81849,3.70325,22.37637
3.80727,3.72259,22.39637
3.79652,3.74228,22.41636
3.78687,3.76000,22.43636
3.77722,3.77778,22.45636
3.76764,3.79548,22.47636
3.75806,3.81320,22.49635
3.74850,3.83094,22.51635
3.73853,3.84947,22.53635
3.72824,3.86913,22.55635
3.71867,3.88799,22.57634
3.70939,3.90631,22.59634
3.70022,3.92469,22.61634
3.69127,3.94263,22.63634
3.68231,3.96060,22.65634
3.67338,3.97854,22.67633
3.66417,3.99706,22.69633
3.65509,4.01566,22.71633
3.64605,4.03419,22.73633
3.63687,4.05335,22.75632
3.62808,4.07203,22.77632
3.61954,4.09021,22.79632
3.61101,4.10839,22.81632
3.60250,4.12653,22.83632
3.59398,4.14470,22.85631
3.58549,4.16285,22.87631
3.57653,4.18200,22.89631
3.56781,4.20129,22.91631
3.55945,4.21978,22.93630
3.55105,4.23853,22.95630
3.54281,4.25707,22.97630
3.53470,4.27534,22.99630
3.52658,4.29362,23.01630
3.51843,4.31197,23.03629
3.51026,4.33039,23.05629
3.50214,4.34876,23.07629
3.49360,4.36810,23.09629
3.48529,4.38757,23.11628
3.47741,4.40607,23.13628
3.46952,4.42462,23.15628
3.46169,4.44311,23.17628
3.45392,4.46144,23.19628
3.44613,4.47976,23.21627
3.43829,4.49820,23.23627
3.43044,4.51669,23.25627
3.42261,4.53515,23.27627
3.41437,4.55461,23.29627
3.40636,4.57420,23.31626
3.39881,4.59268,23.33626
3.39130,4.61104,23.35626
3.38374,4.62946,23.37626
3.37611,4.64804,23.39625
3.36851,4.66664,23.41625
3.36092,4.68518,23.43625
3.35333,4.70375,23.45625
3.34576,4.72230,23.47625
3.33792,4.74152,23.49624
3.33023,4.76082,23.51624
3.32280,4.77949,23.53624
3.31536,4.79823,23.55624
3.30797,4.81691,23.57623
3.30070,4.83530,23.59623
3.29338,4.85366,23.61623
3.28593,4.87233,23.63623
3.27847,4.89113,23.65623
3.27106,4.90983,23.67622
3.26351,4.92893,23.69622
3.25606,4.94808,23.71622
3.24882,4.96674,23.73622
3.24158,4.98538,23.75621
3.23434,5.00402,23.77621
3.22710,5.02266,23.79621
3.21986,5.04130,23.81621
3.21262,5.05994,23.83621
3.20538,5.07859,23.85620
3.19814,5.09723,23.87620
3.19074,5.11628,23.89620
3.18343,5.13538,23.91620
3.17626,5.15411,23.93619
3.16909,5.17289,23.95619
3.16195,5.19162,23.97619
3.15483,5.21031,23.99619
3.14771,5.22900,24.01619
3.14061,5.24761,24.03618
3.13353,5.26614,24.05618
3.12640,5.28473,24.07618
3.11913,5.30370,24.09618
3.11193,5.32270,24.11618
3.10480,5.34151,24.13617
3.09765,5.36043,24.15617
3.09057,5.37926,24.17617
3.08359,5.39783,24.19617
3.07657,5.41638,24.21616
3.06950,5.43508,24.23616
3.06243,5.45379,24.25616
3.05535,5.47249,24.27616
3.04822,5.49135,24.29616
3.04112,5.51022,24.31615
3.03408,5.52894,24.33615
3.02704,5.54766,24.35615
3.02000,5.56638,24.37615
3.01297,5.58509,24.39614
3.00593,5.60381,24.41614
2.99889,5.62253,24.43614
2.99185,5.64125,24.45614
2.98481,5.65997,24.47614
2.97785,5.67848,24.49613
2.97084,5.69697,24.51613
2.96375,5.71569,24.53613
2.95664,5.73445,24.55613
2.94956,5.75318,24.57612
2.94243,5.77204,24.59612
2.93533,5.79091,24.61612
2.92832,5.80953,24.63612
2.92134,5.82803,24.65612
2.91430,5.84662,24.67611
2.90724,5.86523,24.69611
2.90017,5.88382,24.71611
2.89307,5.90248,24.73611
2.88598,5.92112,24.75611
2.87887,5.93977,24.77610
2.87175,5.95846,24.79610
2.86463,5.97714,24.81610
2.85753,5.99576,24.83610
2.85045,6.01429,24.85609
2.84332,6.03288,24.87609
2.83624,6.05135,24.89609
2.82912,6.06979,24.91609
2.82194,6.08840,24.93609
2.81476,6.10695,24.95608
2.80755,6.12555,24.97608
2.80029,6.14428,24.99608
2.79305,6.16303,25.01608
2.78593,6.18145,25.03607
2.77887,6.19957,25.05607
2.77166,6.21790,25.07607
2.76445,6.23622,25.09607
2.75718,6.25450,25.11607
2.74980,6.27304,25.13606
2.74243,6.29156,25.15606
2.73503,6.31010,25.17606
2.72766,6.32859,25.19606
2.72027,6.34707,25.21605
2.71296,6.36534,25.23605
2.70573,6.38325,25.25605
2.69829,6.40142,25.27605
2.69084,6.41964,25.29605
2.68333,6.43782,25.31604
2.67572,6.45622,25.33604
2.66812,6.47454,25.35604
2.66048,6.49293,25.37604
2.65301,6.51091,25.39603
2.64544,6.52882,25.41603
2.63777,6.54696,25.43603
2.63016,6.56478,25.45603
2.62237,6.58283,25.47603
2.61460,6.60085,25.49602
2.60676,6.61882,25.51602
2.59891,6.63680,25.53602
2.59115,6.65438,25.55602
2.58315,6.67225,25.57601
2.57542,6.68954,25.59601
2.56749,6.70669,25.61601
2.55911,6.72480,25.63601
2.55072,6.74295,25.65601
2.54232,6.76110,25.67600
2.53472,6.77756,25.69600
2.52679,6.79376,25.71600
2.51819,6.81133,25.73600
2.50966,6.82855,25.75599
2.50089,6.84604,25.77599
2.49227,6.86325,25.79599
2.48351,6.88036,25.81599
2.47503,6.89692,25.83599
2.46704,6.91195,25.85598
2.45810,6.92801,25.87598
2.44879,6.94476,25.89598
2.43933,6.96139,25.91597
2.43005,6.97771,25.93597
2.42123,6.99272,25.95597
2.41156,7.00861,25.97597
2.40162,7.02493,25.99596
2.39154,7.04111,26.01596
2.38145,7.05728,26.03596
2.37177,7.07247,26.05596
2.36140,7.08829,26.07595
2.35084,7.10439,26.09595
2.34017,7.12038,26.11595
2.32968,7.13608,26.13595
2.31971,7.15061,26.15594
2.30890,7.16586,26.17594
2.29788,7.18142,26.19594
2.28672,7.19682,26.21594
2.27562,7.21213,26.23593
2.26505,7.22635,26.25593
2.25364,7.24124,26.27593
2.24273,7.25551,26.29593
2.23153,7.26943,26.31592
2.21968,7.28416,26.33592
2.20837,7.29788,26.35592
2.19622,7.31220,26.37591
2.18499,7.32548,26.39591
2.17343,7.33829,26.41591
2.16129,7.35175,26.43591
2.15023,7.36352,26.45590
2.13764,7.37627,26.47590
2.12595,7.38817,26.49590
2.11388,7.39947,26.51589
2.10085,7.41170,26.53589
2.08920,7.42214,26.55588
2.07574,7.43353,26.57588
2.06435,7.44328,26.59588
2.05251,7.45212,26.61588
2.03881,7.46241,26.63587
2.02720,7.47060,26.65586
2.01306,7.47978,26.67586
2.00242,7.48689,26.69586
1.99138,7.49268,26.71585
1.97723,7.50030,26.73585
1.96638,7.50556,26.75583
1.95191,7.51163,26.77582
1.94243,7.51594,26.79582
1.93282,7.51855,26.81581
1.91843,7.52284,26.83581
1.90866,7.52520,26.85578
1.89421,7.52764,26.87578
1.88459,7.52962,26.89577
1.87518,7.52986,26.91577
1.85975,7.53071,26.93576
1.84871,7.53078,26.95574
1.83353,7.52995,26.97573
1.82169,7.52955,26.99573
1.81030,7.52772,27.01573
1.79335,7.52523,27.03572
1.77909,7.52270,27.05571
1.76239,7.51912,27.07571
1.74588,7.51564,27.09571
1.72962,7.51154,27.11570
1.71398,7.50765,27.13570
1.70258,7.50426,27.15568
1.68780,7.49900,27.17568
1.68035,7.49683,27.19567
1.67402,7.49306,27.21567
1.66070,7.48614,27.23566
1.65191,7.48093,27.25563
1.63963,7.47253,27.27563
1.63040,7.46657,27.29563
1.62231,7.45948,27.31562
1.60993,7.44910,27.33562
1.60077,7.44072,27.35560
1.58948,7.42933,27.37560
1.57964,7.41962,27.39559
1.57078,7.40921,27.41559
1.55974,7.39645,27.43559
1.55110,7.38573,27.45557
1.54110,7.37226,27.47557
1.53275,7.36125,27.49557
1.52546,7.34967,27.51557
1.51623,7.33526,27.53556
1.50893,7.32302,27.55555
1.50075,7.30810,27.57555
1.49356,7.29519,27.59555
1.48733,7.28190,27.61554
1.47993,7.26631,27.63554
1.47412,7.25303,27.65553
1.46780,7.23710,27.67553
1.46223,7.22335,27.69553
1.45767,7.20934,27.71552
1.45217,7.19278,27.73552
1.44789,7.17851,27.75551
1.44344,7.16174,27.77551
1.43956,7.14755,27.79551
1.43673,7.13322,27.81550
1.43325,7.11607,27.83550
1.43068,7.10128,27.85549
1.42822,7.08404,27.87549
1.42604,7.06938,27.89549
1.42489,7.05470,27.91548
1.42343,7.03715,27.93548
1.42258,7.02192,27.95547
1.42210,7.00439,27.97547
1.42161,6.98921,27.99547
1.42208,6.97412,28.01546
1.42256,6.95668,28.03546
1.42339,6.94180,28.05545
1.42490,6.92449,28.07545
1.42614,6.90939,28.09545
1.42833,6.89449,28.11544
1.43083,6.87698,28.13544
1.43340,6.86185,28.15543
1.43683,6.84458,28.17543
1.43969,6.82975,28.19543
1.44350,6.81522,28.21543
1.44786,6.79823,28.23542
1.45200,6.78380,28.25541
1.45732,6.76721,28.27541
1.46172,6.75317,28.29541
1.46708,6.73956,28.31541
1.47343,6.72315,28.33540
1.47931,6.70912,28.35539
1.48655,6.69316,28.37539
1.49370,6.67733,28.39539
1.50134,6.66177,28.41539
1.50950,6.64511,28.43538
1.51726,6.62987,28.45538
1.52596,6.61353,28.47538
1.53417,6.59805,28.49538
1.54283,6.58286,28.51537
1.55241,6.56601,28.53537
1.56183,6.54971,28.55537
1.57165,6.53299,28.57537
1.58059,6.51772,28.59536
1.58994,6.50274,28.61536
1.60032,6.48610,28.63536
1.61058,6.46978,28.65536
1.62110,6.45322,28.67536
1.63116,6.43738,28.69535
1.64143,6.42171,28.71535
1.65215,6.40536,28.73535
1.66271,6.38941,28.75535
1.67359,6.37317,28.77534
1.68429,6.35719,28.79534
1.69513,6.34132,28.81534
1.70622,6.32507,28.83534
1.71720,6.30911,28.85533
1.72841,6.29294,28.87533
1.73967,6.27671,28.89533
1.75097,6.26051,28.91533
1.76230,6.24426,28.93533
1.77356,6.22820,28.95532
1.78496,6.21201,28.97532
1.79633,6.19586,28.99532
1.80775,6.17974,29.01532
1.81924,6.16352,29.03532
1.83068,6.14741,29.05531
1.84221,6.13123,29.07531
1.85373,6.11506,29.09531
1.86528,6.09891,29.11531
1.87695,6.08259,29.13530
1.88865,6.06619,29.15530
1.90030,6.04985,29.17530
1.91190,6.03356,29.19530
1.92351,6.01727,29.21530
1.93518,6.00089,29.23529
1.94690,5.98439,29.25529
1.95853,5.96797,29.27529
1.97023,5.95145,29.29529
1.98189,5.93490,29.31528
1.99340,5.91855,29.33528
2.00492,5.90220,29.35528
2.01643,5.88585,29.37528
2.02830,5.86899,29.39528
2.04006,5.85204,29.41527
2.05150,5.83554,29.43527
2.06296,5.81898,29.45527
2.07437,5.80247,29.47527
2.08636,5.78511,29.49526
2.09815,5.76759,29.51526
2.10932,5.75098,29.53526
2.12048,5.73438,29.55526
2.13164,5.71779,29.57526
2.14340,5.70028,29.59525
2.15496,5.68262,29.61525
2.16600,5.66575,29.63525
2.17707,5.64875,29.65525
2.18805,5.63184,29.67525
2.19953,5.61415,29.69524
2.21080,5.59631,29.71524
2.22169,5.57906,29.73524
2.23270,5.56144,29.75524
2.24344,5.54409,29.77523
2.25449,5.52624,29.79523
2.26535,5.50824,29.81523
2.27595,5.49064,29.83523
2.28674,5.47250,29.85522
2.29714,5.45474,29.87522
2.30778,5.43657,29.89522
2.31822,5.41825,29.91522
2.32847,5.40023,29.93522
2.33895,5.38146,29.95521
2.34892,5.36323,29.97521
2.35906,5.34468,29.99521
2.36897,5.32597,30.01521
2.37876,5.30748,30.03520
2.38880,5.28805,30.05520
2.39822,5.26930,30.07520
2.40777,5.25026,30.09520
2.41706,5.23107,30.11519
2.42623,5.21210,30.13519
2.43565,5.19200,30.15519
2.44438,5.17273,30.17519
2.45325,5.15312,30.19518
2.46180,5.13333,30.21518
2.47024,5.11376,30.23518
2.47891,5.09283,30.25517
2.48679,5.07294,30.27517
2.49495,5.05227,30.29517
2.50263,5.03137,30.31517
2.50990,5.01148,30.33517
2.51732,4.99037,30.35516
2.52408,4.97023,30.37516
2.53148,4.94809,30.39516
2.53810,4.92561,30.41516
2.54404,4.90529,30.43515
2.55002,4.88385,30.45515
2.55544,4.86338,30.47515
2.56153,4.84016,30.49514
2.56667,4.81660,30.51514
2.57110,4.79596,30.53514
2.57549,4.77427,30.55514
2.57942,4.75353,30.57513
2.58390,4.72962,30.59513
2.58731,4.70543,30.61513
2.59011,4.68501,30.63513
2.59286,4.66412,30.65512
2.59541,4.64373,30.67512
2.59832,4.62012,30.69512
2.60029,4.59632,30.71512
2.60193,4.57589,30.73511
2.60350,4.55509,30.75511
2.60493,4.53469,30.77511
2.60654,4.51132,30.79511
2.60730,4.48782,30.81511
2.60792,4.46741,30.83510
2.60846,4.44672,30.85510
2.60891,4.42636,30.87510
2.60938,4.40381,30.89510
2.60924,4.38119,30.91509
2.60907,4.36071,30.93509
2.60881,4.33984,30.95509
2.60844,4.31939,30.97509
2.60803,4.29734,30.99509
2.60713,4.27526,31.01508
2.60627,4.25489,31.03508
2.60532,4.23423,31.05508
2.60431,4.21389,31.07508
2.60321,4.19204,31.09507
2.60165,4.17017,31.11507
2.60020,4.15000,31.13507
2.59869,4.12970,31.15507
2.59716,4.10957,31.17507
2.59551,4.08810,31.19506
2.59350,4.06663,31.21506
2.59159,4.04634,31.23506
2.58956,4.02573,31.25506
2.58748,4.00546,31.27505
2.58533,3.98456,31.29505
2.58295,3.96365,31.31505
2.58063,3.94342,31.33505
2.57819,3.92285,31.35504
2.57570,3.90263,31.37504
2.57320,3.88228,31.39504
2.57057,3.86193,31.41504
2.56796,3.84166,31.43504
2.56519,3.82096,31.45503
2.56236,3.80069,31.47503
2.55955,3.78055,31.49503
2.55667,3.76041,31.51503
2.55377,3.74019,31.53502
2.55070,3.71953,31.55502
2.54759,3.69930,31.57502
2.54455,3.67956,31.59502
2.54152,3.65982,31.61502
2.53843,3.63970,31.63501
2.53520,3.61921,31.65501
2.53194,3.59908,31.67501
2.52874,3.57937,31.69501
2.52555,3.55966,31.71500
2.52229,3.53959,31.73500
2.51890,3.51915,31.75500
2.51548,3.49906,31.77500
2.51212,3.47934,31.79500
2.50876,3.45963,31.81499
2.50540,3.43990,31.83499
2.50204,3.42016,31.85499
2.49867,3.40043,31.87499
2.49528,3.38058,31.89498
2.49186,3.36074,31.91498
2.48846,3.34102,31.93498
2.48506,3.32132,31.95498
2.48166,3.30161,31.97498
2.47827,3.28190,31.99497
2.47487,3.26220,32.01497
2.47148,3.24257,32.03497
2.46813,3.22303,32.05497
2.46479,3.20340,32.07497
2.46149,3.18402,32.09496
2.45826,3.16463,32.11496
2.45499,3.14500,32.13496
2.45176,3.12544,32.15496
2.44853,3.10580,32.17495
2.44535,3.08642,32.19495
2.44225,3.06704,32.21495
2.43914,3.04763,32.23495
2.43616,3.02855,32.25495
2.43322,3.00914,32.27494
2.43027,2.98973,32.29494
2.42740,2.97031,32.31494
2.42456,2.95102,32.33494
2.42189,2.93225,32.35493
2.41929,2.91299,32.37493
2.41665,2.89352,32.39493
2.41410,2.87406,32.41493
2.41161,2.85506,32.43493
2.40941,2.83695,32.45492
2.40731,2.81801,32.47492
2.40519,2.79880,32.49492
2.40321,2.77960,32.51492
2.40128,2.76080,32.53491
2.39969,2.74317,32.55491
2.39827,2.72445,32.57491
2.39687,2.70619,32.59491
2.39584,2.68797,32.61490
2.39476,2.66880,32.63490
2.39389,2.65040,32.65490
2.39316,2.63126,32.67490
2.39251,2.61516,32.69489
2.39265,2.59918,32.71489
2.39279,2.58079,32.73489
2.39320,2.56396,32.75488
2.39402,2.54567,32.77488
2.39472,2.52908,32.79488
2.39611,2.51265,32.81488
2.39762,2.49471,32.83487
2.39930,2.47885,32.85487
2.40163,2.46116,32.87486
2.40380,2.44438,32.89486
2.40659,2.42781,32.91486
2.40968,2.40943,32.93486
2.41280,2.39240,32.95485
2.41645,2.37419,32.97485
2.41974,2.35760,32.99485
2.42364,2.34125,33.01485
2.42787,2.32346,33.03484
2.43199,2.30747,33.05484
2.43689,2.29002,33.07483
2.44116,2.27467,33.09483
2.44617,2.25970,33.11483
2.45178,2.24282,33.13483
2.45704,2.22817,33.15482
2.46348,2.21175,33.17482
2.46893,2.19760,33.19481
2.47521,2.18399,33.21481
2.48236,2.16833,33.23481
2.48875,2.15539,33.25480
2.49684,2.14040,33.27479
2.50319,2.12833,33.29479
2.51047,2.11708,33.31479
2.51955,2.10284,33.33479
2.52736,2.09145,33.35477
2.53734,2.07806,33.37477
2.54559,2.06679,33.39477
2.55462,2.05640,33.41476
2.56547,2.04375,33.43476
2.57448,2.03398,33.45474
2.58615,2.02240,33.47474
2.59599,2.01244,33.49474
2.60648,2.00346,33.51474
2.61954,1.99214,33.53473
2.63087,1.98288,33.55472
2.64451,1.97250,33.57472
2.65662,1.96318,33.59472
2.66916,1.95471,33.61471
2.68415,1.94453,33.63471
2.69782,1.93564,33.65471
2.71316,1.92616,33.67470
2.72763,1.91717,33.69470
2.74234,1.90878,33.71470
2.75879,1.89938,33.73470
2.77447,1.89064,33.75469
2.79111,1.88164,33.77469
2.80804,1.87248,33.79469
2.82502,1.86349,33.81469
2.84137,1.85482,33.83468
2.85641,1.84718,33.85468
2.87291,1.83920,33.87468
2.88706,1.83228,33.89467
2.90144,1.82622,33.91467
2.91792,1.81922,33.93467
2.93263,1.81336,33.95466
2.94932,1.80722,33.97466
2.96419,1.80168,33.99466
2.97921,1.79699,34.01465
2.99645,1.79156,34.03465
3.01197,1.78702,34.05465
3.02933,1.78240,34.07464
3.04510,1.77814,34.09464
3.06094,1.77465,34.11464
3.07895,1.77066,34.13464
3.09555,1.76727,34.15463
3.11362,1.76394,34.17463
3.13027,1.76083,34.19463
3.14692,1.75838,34.21462
3.16520,1.75567,34.23462
3.18203,1.75346,34.25462
3.20031,1.75141,34.27461
3.21730,1.74947,34.29461
3.23425,1.74815,34.31461
3.25272,1.74670,34.33461
3.26971,1.74564,34.35460
3.28810,1.74484,34.37460
3.30537,1.74406,34.39460
3.32256,1.74385,34.41460
3.34116,1.74363,34.43459
3.35835,1.74368,34.45459
3.37686,1.74405,34.47459
3.39414,1.74438,34.49458
3.41131,1.74527,34.51458
3.42987,1.74624,34.53458
3.44702,1.74739,34.55457
3.46546,1.74895,34.57457
3.48285,1.75040,34.59457
3.50010,1.75238,34.61457
3.51858,1.75449,34.63457
3.53561,1.75671,34.65456
3.55391,1.75941,34.67456
3.57098,1.76191,34.69456
3.58786,1.76496,34.71455
3.60613,1.76826,34.73455
3.62296,1.77157,34.75455
3.64102,1.77545,34.77454
3.65766,1.77900,34.79454
3.67404,1.78313,34.81454
3.69186,1.78762,34.83454
3.70805,1.79200,34.85453
3.72560,1.79713,34.87453
3.74075,1.80149,34.89453
3.75550,1.80663,34.91453
3.77111,1.81201,34.93452
3.78300,1.81664,34.95450
3.79775,1.82321,34.97450
3.81041,1.82868,34.99450
3.82235,1.83513,35.01450
3.83755,1.84321,35.03449
3.85013,1.85039,35.05448
3.86465,1.85937,35.07448
3.87801,1.86754,35.09448
3.89078,1.87638,35.11447
3.90583,1.88675,35.13447
3.91933,1.89642,35.15447
3.93389,1.90732,35.17446
3.94783,1.91773,35.19446
3.96135,1.92851,35.21446
3.97608,1.94025,35.23446
3.98981,1.95147,35.25445
4.00419,1.96357,35.27445
4.01840,1.97551,35.29445
4.03238,1.98767,35.31445
4.04703,2.00042,35.33444
4.06120,2.01289,35.35444
4.07567,2.02581,35.37444
4.08996,2.03857,35.39444
4.10411,2.05145,35.41443
4.11883,2.06486,35.43443
4.13352,2.07825,35.45443
4.14824,2.09170,35.47443
4.16309,2.10526,35.49443
4.17796,2.11880,35.51442
4.19284,2.13235,35.53442
4.20783,2.14597,35.55442
4.22276,2.15949,35.57442
4.23829,2.17354,35.59442
4.25398,2.18745,35.61441
4.26941,2.20111,35.63441
4.28542,2.21509,35.65441
4.30108,2.22857,35.67441
4.31725,2.24247,35.69440
4.33365,2.25616,35.71440
4.34963,2.26947,35.73440
4.36635,2.28316,35.75440
4.38261,2.29622,35.77439
4.40001,2.31016,35.79439
4.41781,2.32372,35.81439
4.43488,2.33666,35.83439
4.45331,2.35020,35.85438
4.47087,2.36265,35.87438
4.48969,2.37595,35.89438
4.50903,2.38869,35.91438
4.52723,2.40061,35.93437
4.54716,2.41314,35.95437
4.56593,2.42440,35.97436
4.58641,2.43662,35.99436
4.60750,2.44807,36.01436
4.62703,2.45857,36.03436
4.64876,2.46963,36.05435
4.66892,2.47923,36.07435
4.69110,2.48972,36.09434
4.71391,2.49921,36.11434
4.73491,2.50783,36.13434
4.75869,2.51681,36.15433
4.78036,2.52421,36.17433
4.80470,2.53240,36.19432
4.82965,2.53922,36.21432
4.85128,2.54498,36.23432
4.87530,2.55075,36.25431
4.89732,2.55539,36.27431
4.91903,2.55994,36.29430
4.94092,2.56399,36.31430
4.96175,2.56781,36.33430
4.98376,2.57156,36.35429
5.00474,2.57483,36.37429
5.02671,2.57824,36.39429
5.04882,2.58113,36.41429
5.06987,2.58384,36.43429
5.09219,2.58642,36.45428
5.11340,2.58855,36.47428
5.13564,2.59077,36.49428
5.15802,2.59243,36.51427
5.17928,2.59396,36.53427
5.20188,2.59527,36.55427
5.22327,2.59618,36.57427
5.24544,2.59709,36.59426
5.26770,2.59748,36.61426
5.28884,2.59782,36.63426
5.31111,2.59791,36.65426
5.33232,2.59770,36.67425
5.35452,2.59746,36.69425
5.37678,2.59669,36.71425
5.39782,2.59593,36.73425
5.41988,2.59489,36.75424
5.44096,2.59363,36.77424
5.46278,2.59231,36.79424
5.48465,2.59054,36.81424
5.50539,2.58883,36.83423
5.52688,2.58688,36.85423
5.54763,2.58479,36.87423
5.56886,2.58265,36.89423
5.59011,2.58019,36.91422
5.61067,2.57779,36.93422
5.63191,2.57515,36.95422
5.65249,2.57241,36.97422
5.67316,2.56966,36.99421
5.69384,2.56670,37.01421
5.71424,2.56378,37.03421
5.73527,2.56062,37.05421
5.75569,2.55739,37.07421
5.77608,2.55416,37.09420
5.79646,2.55078,37.11420
5.81655,2.54745,37.13420
5.83700,2.54397,37.15420
5.85710,2.54046,37.17419
5.87729,2.53693,37.19419
5.89748,2.53328,37.21419
